EpaRegion	UsState	County	Year	Risk	Governance	BuiltEnvironment	NaturalEnvironment	Society	Crsi
4	Tennessee	Fentress	2017	0.230	0.396	0.240	0.370	0.330	-1.768
4	Tennessee	Franklin	2017	0.207	0.437	0.355	0.386	0.436	0.913
4	Tennessee	Gibson	2017	0.359	0.575	0.356	0.363	0.485	1.020
4	Tennessee	Giles	2017	0.124	0.449	0.337	0.337	0.416	-0.049
4	Tennessee	Grainger	2017	0.158	0.380	0.228	0.357	0.314	-3.268
4	Tennessee	Greene	2017	0.223	0.382	0.341	0.363	0.411	-0.045
4	Tennessee	Grundy	2017	0.151	0.376	0.303	0.354	0.327	-2.023
4	Tennessee	Hamblen	2017	0.471	0.455	0.244	0.336	0.406	-0.580
4	Tennessee	Hamilton	2017	0.832	0.478	0.517	0.276	0.470	0.552
4	Tennessee	Hancock	2017	0.133	0.263	0.259	0.317	0.318	-4.830
4	Tennessee	Hardeman	2017	0.165	0.653	0.286	0.373	0.302	-0.442
4	Tennessee	Hardin	2017	0.150	0.374	0.274	0.460	0.311	-1.043
4	Tennessee	Hawkins	2017	0.169	0.385	0.317	0.319	0.362	-1.630
4	Tennessee	Haywood	2017	0.149	0.606	0.310	0.404	0.329	0.474
4	Tennessee	Henderson	2017	0.201	0.504	0.284	0.399	0.434	0.462
4	Tennessee	Henry	2017	0.165	0.525	0.334	0.402	0.425	1.438
4	Tennessee	Hickman	2017	0.150	0.305	0.234	0.410	0.460	-1.071
4	Tennessee	Houston	2017	0.203	0.539	0.170	0.373	0.425	-1.263
4	Tennessee	Humphreys	2017	0.157	0.393	0.283	0.441	0.513	1.515
4	Tennessee	Jackson	2017	0.168	0.512	0.265	0.363	0.210	-2.840
4	Tennessee	Jefferson	2017	0.252	0.465	0.291	0.360	0.442	-0.029
4	Tennessee	Johnson	2017	0.115	0.209	0.260	0.431	0.356	-2.925
4	Tennessee	Knox	2017	0.657	0.371	0.521	0.245	0.501	0.525
4	Tennessee	Lake	2017	0.229	0.626	0.194	0.501	0.262	-0.490
4	Tennessee	Lauderdale	2017	0.184	0.613	0.314	0.480	0.300	1.191
4	Tennessee	Lawrence	2017	0.201	0.357	0.322	0.384	0.453	0.242
4	Tennessee	Lewis	2017	0.130	0.285	0.218	0.349	0.299	-5.323
4	Tennessee	Lincoln	2017	0.162	0.436	0.271	0.319	0.462	-0.926
4	Tennessee	Loudon	2017	0.471	0.250	0.338	0.324	0.460	-0.317
4	Tennessee	Macon	2017	0.150	0.344	0.243	0.331	0.390	-2.864
4	Tennessee	Madison	2017	0.478	0.574	0.412	0.432	0.501	1.509
4	Tennessee	Marion	2017	0.254	0.500	0.302	0.351	0.375	-0.364
4	Tennessee	Marshall	2017	0.201	0.385	0.304	0.302	0.437	-1.004
4	Tennessee	Maury	2017	0.264	0.323	0.366	0.347	0.500	0.511
4	Tennessee	McMinn	2017	0.368	0.439	0.356	0.349	0.442	0.312
4	Tennessee	McNairy	2017	0.149	0.576	0.346	0.415	0.377	1.734
4	Tennessee	Meigs	2017	0.213	0.463	0.150	0.372	0.286	-3.107
4	Tennessee	Monroe	2017	0.384	0.235	0.319	0.469	0.379	-0.051
4	Tennessee	Montgomery	2017	0.429	0.546	0.359	0.425	0.418	0.856
4	Tennessee	Moore	2017	0.112	0.409	0.237	0.333	0.518	-1.100
4	Tennessee	Morgan	2017	0.154	0.408	0.286	0.347	0.431	-0.846
4	Tennessee	Obion	2017	0.229	0.534	0.336	0.461	0.449	1.938
4	Tennessee	Overton	2017	0.145	0.487	0.253	0.326	0.425	-1.401
4	Tennessee	Perry	2017	0.112	0.389	0.203	0.345	0.381	-4.244
4	Tennessee	Pickett	2017	0.157	0.413	0.102	0.406	0.413	-3.211
4	Tennessee	Polk	2017	0.241	0.366	0.316	0.503	0.389	0.869
4	Tennessee	Putnam	2017	0.215	0.398	0.375	0.309	0.470	0.380
4	Tennessee	Rhea	2017	0.291	0.435	0.295	0.359	0.354	-0.690
4	Tennessee	Roane	2017	0.402	0.389	0.306	0.295	0.408	-0.666
4	Tennessee	Robertson	2017	0.254	0.562	0.355	0.392	0.492	1.731
4	Tennessee	Rutherford	2017	0.597	0.402	0.376	0.309	0.483	0.187
4	Tennessee	Scott	2017	0.182	0.360	0.268	0.359	0.361	-1.840
4	Tennessee	Sequatchie	2017	0.198	0.360	0.268	0.327	0.319	-2.499
4	Tennessee	Sevier	2017	0.509	0.238	0.385	0.401	0.424	0.161
4	Tennessee	Shelby	2017	0.990	0.667	0.595	0.312	0.443	0.899
4	Tennessee	Smith	2017	0.135	0.450	0.258	0.325	0.422	-1.735
4	Tennessee	Stewart	2017	0.147	0.520	0.250	0.532	0.338	1.088
4	Tennessee	Sullivan	2017	0.443	0.331	0.427	0.330	0.448	0.364
4	Tennessee	Sumner	2017	0.543	0.496	0.401	0.315	0.515	0.645
4	Tennessee	Tipton	2017	0.365	0.667	0.354	0.377	0.413	0.949
4	Tennessee	Trousdale	2017	0.118	0.509	0.157	0.356	0.452	-2.638
4	Tennessee	Unicoi	2017	0.159	0.204	0.258	0.458	0.403	-1.206
4	Tennessee	Union	2017	0.162	0.367	0.204	0.364	0.366	-2.937
4	Tennessee	Van Buren	2017	0.175	0.305	0.251	0.364	0.210	-4.107
4	Tennessee	Warren	2017	0.116	0.270	0.303	0.296	0.392	-3.677
4	Tennessee	Washington	2017	0.540	0.349	0.286	0.338	0.482	-0.206
4	Tennessee	Wayne	2017	0.195	0.353	0.259	0.379	0.374	-1.494
4	Tennessee	Weakley	2017	0.124	0.567	0.321	0.390	0.502	2.958
4	Tennessee	White	2017	0.144	0.283	0.282	0.348	0.406	-2.170
4	Tennessee	Williamson	2017	0.501	0.440	0.407	0.362	0.547	0.982
4	Tennessee	Wilson	2017	0.414	0.440	0.423	0.337	0.566	1.225
5	Illinois	Adams	2017	0.181	0.642	0.519	0.478	0.592	7.538
5	Illinois	Alexander	2017	0.279	0.539	0.175	0.575	0.176	-0.842
5	Illinois	Bond	2017	0.126	0.691	0.345	0.464	0.470	5.332
5	Illinois	Boone	2017	0.471	0.707	0.378	0.458	0.453	1.551
5	Illinois	Brown	2017	0.095	0.657	0.249	0.439	0.415	2.251
5	Illinois	Bureau	2017	0.172	0.736	0.531	0.560	0.604	9.940
5	Illinois	Calhoun	2017	0.133	0.729	0.320	0.428	0.526	5.031
5	Illinois	Carroll	2017	0.224	0.710	0.336	0.478	0.511	3.506
5	Illinois	Cass	2017	0.117	0.715	0.283	0.493	0.449	4.833
5	Illinois	Champaign	2017	0.240	0.663	0.655	0.516	0.467	6.641
5	Illinois	Christian	2017	0.182	0.695	0.433	0.569	0.610	7.966
5	Illinois	Clark	2017	0.141	0.655	0.353	0.466	0.446	4.369
5	Illinois	Clay	2017	0.126	0.646	0.344	0.448	0.509	5.282
5	Illinois	Clinton	2017	0.189	0.720	0.475	0.441	0.641	7.017
5	Illinois	Coles	2017	0.146	0.632	0.394	0.486	0.413	4.702
5	Illinois	Cook	2017	0.687	0.667	0.828	0.199	0.498	1.953
5	Illinois	Crawford	2017	0.186	0.651	0.282	0.487	0.450	2.589
5	Illinois	Cumberland	2017	0.152	0.693	0.375	0.484	0.487	5.526
5	Illinois	De Witt	2017	0.349	0.681	0.327	0.530	0.597	2.947
5	Illinois	DeKalb	2017	0.273	0.702	0.511	0.433	0.515	4.171
5	Illinois	Douglas	2017	0.222	0.694	0.372	0.489	0.580	4.624
5	Illinois	DuPage	2017	0.698	0.681	0.636	0.181	0.629	1.517
5	Illinois	Edgar	2017	0.102	0.673	0.317	0.526	0.470	7.179
5	Illinois	Edwards	2017	0.144	0.633	0.245	0.418	0.566	2.948
5	Illinois	Effingham	2017	0.127	0.690	0.462	0.498	0.676	11.601
5	Illinois	Fayette	2017	0.117	0.683	0.373	0.485	0.526	7.678
5	Illinois	Ford	2017	0.084	0.711	0.358	0.499	0.585	12.357
5	Illinois	Franklin	2017	0.148	0.662	0.399	0.447	0.477	5.138
5	Illinois	Fulton	2017	0.149	0.699	0.477	0.539	0.543	9.159
5	Illinois	Gallatin	2017	0.185	0.664	0.277	0.598	0.326	2.770
5	Illinois	Greene	2017	0.157	0.674	0.293	0.454	0.525	3.841
5	Illinois	Grundy	2017	0.457	0.724	0.511	0.646	0.521	3.710
5	Illinois	Hamilton	2017	0.118	0.641	0.285	0.469	0.511	4.714
5	Illinois	Hancock	2017	0.177	0.721	0.417	0.546	0.558	7.173
5	Illinois	Hardin	2017	0.161	0.625	0.228	0.776	0.141	2.595
5	Illinois	Henderson	2017	0.263	0.724	0.348	0.533	0.535	3.856
5	Illinois	Henry	2017	0.303	0.701	0.457	0.543	0.511	4.151
5	Illinois	Iroquois	2017	0.105	0.742	0.527	0.425	0.544	12.023
5	Illinois	Jackson	2017	0.215	0.568	0.468	0.549	0.424	4.645
5	Illinois	Jasper	2017	0.101	0.669	0.317	0.516	0.571	8.943
5	Illinois	Jefferson	2017	0.151	0.707	0.392	0.404	0.482	4.593
5	Illinois	Jersey	2017	0.113	0.668	0.350	0.478	0.545	7.517
5	Illinois	Jo Daviess	2017	0.216	0.693	0.404	0.455	0.617	5.111
5	Illinois	Johnson	2017	0.198	0.639	0.372	0.660	0.372	4.975
5	Illinois	Kane	2017	0.633	0.701	0.595	0.393	0.553	2.115
5	Illinois	Kankakee	2017	0.282	0.689	0.486	0.515	0.500	4.374
5	Illinois	Kendall	2017	0.354	0.721	0.447	0.475	0.594	3.521
5	Illinois	Knox	2017	0.175	0.685	0.406	0.589	0.448	6.258
5	Illinois	Lake	2017	0.621	0.691	0.613	0.458	0.540	2.429
5	Illinois	LaSalle	2017	0.301	0.692	0.686	0.511	0.566	6.274
5	Illinois	Lawrence	2017	0.162	0.632	0.279	0.499	0.490	3.507
5	Illinois	Lee	2017	0.128	0.718	0.523	0.537	0.538	11.635
5	Illinois	Livingston	2017	0.130	0.714	0.558	0.548	0.593	13.212
5	Illinois	Logan	2017	0.213	0.733	0.369	0.500	0.531	4.640
5	Illinois	Macon	2017	0.205	0.652	0.468	0.403	0.472	3.978
5	Illinois	Macoupin	2017	0.132	0.698	0.511	0.460	0.619	10.658
5	Illinois	Madison	2017	0.696	0.651	0.660	0.391	0.497	1.938
5	Illinois	Marion	2017	0.141	0.706	0.404	0.475	0.501	6.634
5	Illinois	Marshall	2017	0.183	0.751	0.351	0.467	0.634	5.910
5	Illinois	Mason	2017	0.150	0.689	0.342	0.487	0.505	5.247
5	Illinois	Massac	2017	0.216	0.596	0.296	0.494	0.436	2.102
5	Illinois	McDonough	2017	0.153	0.675	0.434	0.508	0.430	6.046
5	Illinois	McHenry	2017	0.612	0.714	0.574	0.432	0.604	2.438
5	Illinois	McLean	2017	0.203	0.697	0.677	0.484	0.469	7.935
5	Illinois	Menard	2017	0.126	0.739	0.319	0.492	0.513	6.417
5	Illinois	Mercer	2017	0.287	0.733	0.351	0.517	0.684	4.468
5	Illinois	Monroe	2017	0.242	0.653	0.422	0.408	0.563	3.666
5	Illinois	Montgomery	2017	0.159	0.704	0.449	0.520	0.646	9.086
5	Illinois	Morgan	2017	0.285	0.681	0.407	0.429	0.559	3.231
5	Illinois	Moultrie	2017	0.098	0.693	0.334	0.551	0.513	9.586
5	Illinois	Ogle	2017	0.274	0.718	0.580	0.523	0.531	5.814
5	Illinois	Peoria	2017	0.437	0.671	0.424	0.508	0.522	2.463
5	Illinois	Perry	2017	0.142	0.630	0.354	0.446	0.607	6.081
5	Illinois	Piatt	2017	0.130	0.734	0.400	0.445	0.558	7.598
5	Illinois	Pike	2017	0.149	0.723	0.404	0.503	0.538	7.343
5	Illinois	Pope	2017	0.225	0.570	0.272	0.796	0.529	5.750
5	Illinois	Pulaski	2017	0.222	0.653	0.212	0.471	0.239	-0.693
5	Illinois	Putnam	2017	0.508	0.764	0.346	0.422	0.484	1.329
5	Illinois	Randolph	2017	0.199	0.619	0.434	0.414	0.650	5.379
5	Illinois	Richland	2017	0.116	0.620	0.290	0.465	0.458	3.769
5	Illinois	Rock Island	2017	0.333	0.661	0.411	0.456	0.489	2.513
5	Illinois	Saline	2017	0.202	0.589	0.343	0.556	0.416	3.408
5	Illinois	Sangamon	2017	0.286	0.670	0.618	0.452	0.555	5.297
5	Illinois	Schuyler	2017	0.110	0.653	0.286	0.479	0.536	5.881
5	Illinois	Scott	2017	0.134	0.763	0.267	0.487	0.461	4.319
5	Illinois	Shelby	2017	0.156	0.683	0.390	0.531	0.570	7.383
5	Illinois	St. Clair	2017	0.728	0.646	0.506	0.364	0.464	1.100
5	Illinois	Stark	2017	0.204	0.754	0.283	0.577	0.590	5.309
5	Illinois	Stephenson	2017	0.159	0.681	0.355	0.460	0.557	5.346
5	Illinois	Tazewell	2017	0.534	0.666	0.549	0.507	0.567	2.793
5	Illinois	Union	2017	0.227	0.549	0.356	0.652	0.604	5.669
5	Illinois	Vermilion	2017	0.222	0.659	0.464	0.571	0.451	5.324
5	Illinois	Wabash	2017	0.151	0.616	0.290	0.459	0.395	1.942
5	Illinois	Warren	2017	0.139	0.670	0.321	0.581	0.517	6.981
5	Illinois	Washington	2017	0.184	0.739	0.402	0.433	0.513	4.800
5	Illinois	Wayne	2017	0.151	0.654	0.342	0.409	0.537	4.140
5	Illinois	White	2017	0.147	0.645	0.322	0.416	0.414	2.308
5	Illinois	Whiteside	2017	0.153	0.697	0.420	0.545	0.471	7.049
5	Illinois	Will	2017	0.779	0.699	0.776	0.484	0.576	2.679
5	Illinois	Williamson	2017	0.328	0.639	0.461	0.545	0.557	3.968
5	Illinois	Winnebago	2017	0.631	0.673	0.541	0.379	0.481	1.569
5	Illinois	Woodford	2017	0.242	0.715	0.449	0.442	0.641	5.179
5	Indiana	Adams	2017	0.118	0.686	0.315	0.427	0.545	5.458
5	Indiana	Allen	2017	0.587	0.683	0.531	0.381	0.554	1.917
5	Indiana	Bartholomew	2017	0.340	0.684	0.322	0.466	0.552	2.269
5	Indiana	Benton	2017	0.069	0.741	0.341	0.506	0.609	15.746
5	Indiana	Blackford	2017	0.111	0.671	0.228	0.402	0.559	3.306
5	Indiana	Boone	2017	0.318	0.706	0.414	0.506	0.565	3.656
5	Indiana	Brown	2017	0.095	0.664	0.348	0.572	0.585	12.036
5	Indiana	Carroll	2017	0.146	0.690	0.353	0.507	0.592	7.117
5	Indiana	Cass	2017	0.108	0.692	0.304	0.499	0.518	6.924
5	Indiana	Clark	2017	0.572	0.656	0.338	0.400	0.484	0.860
5	Indiana	Clay	2017	0.149	0.693	0.307	0.477	0.646	6.392
5	Indiana	Clinton	2017	0.130	0.686	0.326	0.500	0.599	7.377
5	Indiana	Crawford	2017	0.191	0.658	0.191	0.442	0.525	1.501
5	Indiana	Daviess	2017	0.160	0.636	0.369	0.459	0.671	6.651
5	Indiana	Dearborn	2017	0.237	0.687	0.330	0.432	0.606	3.460
5	Indiana	Decatur	2017	0.176	0.683	0.353	0.490	0.655	6.322
5	Indiana	DeKalb	2017	0.197	0.707	0.404	0.458	0.553	5.055
5	Indiana	Delaware	2017	0.216	0.675	0.316	0.391	0.485	1.994
5	Indiana	Dubois	2017	0.241	0.640	0.450	0.405	0.691	4.952
5	Indiana	Elkhart	2017	0.572	0.695	0.430	0.408	0.485	1.396
5	Indiana	Fayette	2017	0.106	0.669	0.240	0.451	0.501	3.798
5	Indiana	Floyd	2017	0.539	0.647	0.286	0.309	0.538	0.414
5	Indiana	Fountain	2017	0.080	0.696	0.294	0.497	0.500	8.536
5	Indiana	Franklin	2017	0.126	0.659	0.311	0.478	0.693	8.136
5	Indiana	Fulton	2017	0.089	0.670	0.329	0.501	0.653	11.916
5	Indiana	Gibson	2017	0.228	0.657	0.384	0.421	0.582	3.760
5	Indiana	Grant	2017	0.200	0.677	0.377	0.378	0.506	3.029
5	Indiana	Greene	2017	0.115	0.635	0.379	0.494	0.558	8.293
5	Indiana	Hamilton	2017	0.453	0.702	0.454	0.323	0.577	1.850
5	Indiana	Hancock	2017	0.406	0.707	0.376	0.408	0.616	2.274
5	Indiana	Harrison	2017	0.135	0.645	0.353	0.405	0.537	4.706
5	Indiana	Hendricks	2017	0.477	0.707	0.475	0.430	0.583	2.465
5	Indiana	Henry	2017	0.146	0.683	0.324	0.427	0.562	4.798
5	Indiana	Howard	2017	0.268	0.677	0.249	0.430	0.525	1.608
5	Indiana	Huntington	2017	0.121	0.728	0.396	0.452	0.611	9.081
5	Indiana	Jackson	2017	0.189	0.659	0.355	0.479	0.601	5.097
5	Indiana	Jasper	2017	0.102	0.690	0.479	0.484	0.612	13.370
5	Indiana	Jay	2017	0.118	0.697	0.302	0.378	0.529	3.990
5	Indiana	Jefferson	2017	0.133	0.673	0.335	0.526	0.539	6.920
5	Indiana	Jennings	2017	0.113	0.661	0.337	0.476	0.558	7.302
5	Indiana	Johnson	2017	0.513	0.664	0.387	0.475	0.592	1.998
5	Indiana	Knox	2017	0.205	0.627	0.383	0.449	0.570	4.262
5	Indiana	Kosciusko	2017	0.251	0.700	0.468	0.499	0.548	4.986
5	Indiana	LaGrange	2017	0.097	0.683	0.411	0.459	0.515	9.466
5	Indiana	Lake	2017	0.777	0.677	0.602	0.265	0.467	1.093
5	Indiana	LaPorte	2017	0.296	0.669	0.462	0.356	0.504	2.585
5	Indiana	Lawrence	2017	0.131	0.625	0.367	0.463	0.606	7.094
5	Indiana	Madison	2017	0.218	0.685	0.346	0.398	0.524	2.817
5	Indiana	Marion	2017	0.723	0.675	0.667	0.210	0.444	1.165
5	Indiana	Marshall	2017	0.164	0.695	0.440	0.497	0.615	7.887
5	Indiana	Martin	2017	0.129	0.662	0.300	0.571	0.576	7.689
5	Indiana	Miami	2017	0.115	0.703	0.283	0.485	0.563	6.559
5	Indiana	Monroe	2017	0.361	0.626	0.417	0.542	0.439	2.576
5	Indiana	Montgomery	2017	0.109	0.716	0.392	0.483	0.630	10.901
5	Indiana	Morgan	2017	0.213	0.701	0.465	0.493	0.566	5.913
5	Indiana	Newton	2017	0.070	0.734	0.372	0.508	0.556	15.162
5	Indiana	Noble	2017	0.163	0.671	0.377	0.503	0.480	5.225
5	Indiana	Ohio	2017	0.124	0.693	0.241	0.446	0.620	5.212
5	Indiana	Orange	2017	0.126	0.628	0.287	0.464	0.654	6.479
5	Indiana	Owen	2017	0.181	0.681	0.331	0.489	0.554	4.712
5	Indiana	Parke	2017	0.080	0.665	0.326	0.495	0.573	10.966
5	Indiana	Perry	2017	0.163	0.651	0.269	0.526	0.600	5.145
5	Indiana	Pike	2017	0.132	0.654	0.327	0.468	0.571	6.044
5	Indiana	Porter	2017	0.615	0.685	0.544	0.377	0.564	1.900
5	Indiana	Posey	2017	0.198	0.661	0.343	0.434	0.602	4.160
5	Indiana	Pulaski	2017	0.074	0.685	0.342	0.470	0.647	13.871
5	Indiana	Putnam	2017	0.116	0.700	0.406	0.514	0.618	10.881
5	Indiana	Randolph	2017	0.093	0.695	0.311	0.465	0.575	8.540
5	Indiana	Ripley	2017	0.157	0.705	0.348	0.527	0.780	9.322
5	Indiana	Rush	2017	0.143	0.696	0.296	0.478	0.743	7.823
5	Indiana	Scott	2017	0.161	0.651	0.233	0.452	0.497	2.225
5	Indiana	Shelby	2017	0.186	0.698	0.323	0.487	0.599	5.019
5	Indiana	Spencer	2017	0.167	0.699	0.375	0.455	0.655	6.609
5	Indiana	St. Joseph	2017	0.513	0.667	0.480	0.403	0.473	1.690
5	Indiana	Starke	2017	0.105	0.697	0.344	0.418	0.469	5.374
5	Indiana	Steuben	2017	0.158	0.702	0.404	0.443	0.599	6.599
5	Indiana	Sullivan	2017	0.112	0.665	0.391	0.460	0.574	8.657
5	Indiana	Switzerland	2017	0.118	0.677	0.295	0.435	0.460	3.681
5	Indiana	Tippecanoe	2017	0.344	0.672	0.469	0.457	0.501	2.989
5	Indiana	Tipton	2017	0.079	0.669	0.318	0.454	0.696	12.605
5	Indiana	Union	2017	0.094	0.705	0.244	0.491	0.465	5.025
5	Indiana	Vanderburgh	2017	0.752	0.620	0.278	0.355	0.549	0.417
5	Indiana	Vermillion	2017	0.181	0.695	0.288	0.467	0.537	3.664
5	Indiana	Vigo	2017	0.332	0.628	0.357	0.442	0.525	2.106
5	Indiana	Wabash	2017	0.099	0.702	0.365	0.475	0.667	11.576
5	Indiana	Warren	2017	0.102	0.723	0.310	0.546	0.541	9.382
5	Indiana	Warrick	2017	0.324	0.656	0.404	0.423	0.632	3.127
5	Indiana	Washington	2017	0.119	0.658	0.313	0.433	0.571	5.739
5	Indiana	Wayne	2017	0.184	0.687	0.319	0.422	0.534	3.376
5	Indiana	Wells	2017	0.129	0.703	0.308	0.457	0.611	6.569
5	Indiana	White	2017	0.120	0.697	0.447	0.502	0.587	10.591
5	Indiana	Whitley	2017	0.183	0.713	0.324	0.455	0.573	4.462
5	Michigan	Alcona	2017	0.086	0.762	0.347	0.457	0.474	8.627
5	Michigan	Alger	2017	0.104	0.738	0.301	0.473	0.602	8.491
5	Michigan	Allegan	2017	0.135	0.706	0.510	0.372	0.555	7.900
5	Michigan	Alpena	2017	0.131	0.713	0.354	0.485	0.516	6.576
5	Michigan	Antrim	2017	0.129	0.753	0.387	0.395	0.499	5.681
5	Michigan	Arenac	2017	0.066	0.780	0.369	0.389	0.492	10.429
5	Michigan	Baraga	2017	0.255	0.603	0.380	0.480	0.555	3.462
5	Michigan	Barry	2017	0.068	0.715	0.447	0.372	0.487	11.412
5	Michigan	Bay	2017	0.186	0.667	0.408	0.345	0.506	3.191
5	Michigan	Benzie	2017	0.106	0.775	0.365	0.366	0.566	7.163
5	Michigan	Berrien	2017	0.216	0.710	0.513	0.363	0.375	3.270
5	Michigan	Branch	2017	0.133	0.741	0.373	0.417	0.414	4.302
5	Michigan	Calhoun	2017	0.250	0.702	0.384	0.385	0.425	2.021
5	Michigan	Cass	2017	0.187	0.710	0.363	0.426	0.358	2.283
5	Michigan	Charlevoix	2017	0.138	0.766	0.384	0.333	0.594	5.597
5	Michigan	Cheboygan	2017	0.095	0.746	0.447	0.446	0.561	11.897
5	Michigan	Chippewa	2017	0.098	0.723	0.490	0.381	0.480	9.310
5	Michigan	Clare	2017	0.082	0.702	0.368	0.401	0.427	6.166
5	Michigan	Clinton	2017	0.165	0.708	0.431	0.390	0.600	6.042
5	Michigan	Crawford	2017	0.133	0.720	0.344	0.660	0.442	8.478
5	Michigan	Delta	2017	0.105	0.694	0.445	0.440	0.603	10.912
5	Michigan	Dickinson	2017	0.203	0.679	0.418	0.546	0.691	7.359
5	Michigan	Eaton	2017	0.234	0.724	0.431	0.395	0.533	3.805
5	Michigan	Emmet	2017	0.141	0.738	0.410	0.523	0.649	9.880
5	Michigan	Genesee	2017	0.511	0.669	0.438	0.331	0.415	0.908
5	Michigan	Gladwin	2017	0.065	0.743	0.378	0.485	0.421	11.933
5	Michigan	Gogebic	2017	0.125	0.706	0.270	0.516	0.532	5.877
5	Michigan	Grand Traverse	2017	0.205	0.699	0.407	0.393	0.603	4.544
5	Michigan	Gratiot	2017	0.114	0.747	0.406	0.386	0.466	6.120
5	Michigan	Hillsdale	2017	0.084	0.745	0.311	0.370	0.441	4.204
5	Michigan	Houghton	2017	0.164	0.647	0.335	0.423	0.533	3.817
5	Michigan	Huron	2017	0.082	0.765	0.513	0.335	0.594	13.684
5	Michigan	Ingham	2017	0.328	0.695	0.442	0.332	0.480	1.921
5	Michigan	Ionia	2017	0.132	0.744	0.371	0.398	0.481	4.968
5	Michigan	Iosco	2017	0.131	0.708	0.349	0.450	0.497	5.485
5	Michigan	Iron	2017	0.169	0.744	0.330	0.510	0.653	6.863
5	Michigan	Isabella	2017	0.114	0.741	0.446	0.522	0.416	9.013
5	Michigan	Jackson	2017	0.161	0.696	0.367	0.376	0.484	3.406
5	Michigan	Kalamazoo	2017	0.410	0.670	0.423	0.369	0.473	1.543
5	Michigan	Kalkaska	2017	0.073	0.773	0.384	0.558	0.425	13.664
5	Michigan	Kent	2017	0.450	0.668	0.622	0.319	0.523	2.524
5	Michigan	Keweenaw	2017	0.222	0.770	0.311	0.451	0.279	1.155
5	Michigan	Lake	2017	0.109	0.769	0.341	0.553	0.444	8.340
5	Michigan	Lapeer	2017	0.136	0.720	0.383	0.407	0.513	5.527
5	Michigan	Leelanau	2017	0.243	0.751	0.384	0.371	0.622	3.738
5	Michigan	Lenawee	2017	0.168	0.733	0.424	0.398	0.497	4.868
5	Michigan	Livingston	2017	0.374	0.699	0.446	0.358	0.617	2.614
5	Michigan	Luce	2017	0.226	0.709	0.280	0.500	0.389	1.973
5	Michigan	Mackinac	2017	0.103	0.736	0.423	0.394	0.513	8.191
5	Michigan	Macomb	2017	0.587	0.663	0.520	0.267	0.501	1.173
5	Michigan	Manistee	2017	0.144	0.746	0.328	0.418	0.522	4.671
5	Michigan	Marquette	2017	0.276	0.570	0.609	0.448	0.593	5.297
5	Michigan	Mason	2017	0.130	0.745	0.347	0.424	0.520	5.637
5	Michigan	Mecosta	2017	0.070	0.730	0.398	0.417	0.431	9.476
5	Michigan	Menominee	2017	0.099	0.752	0.376	0.375	0.425	5.183
5	Michigan	Midland	2017	0.137	0.692	0.356	0.389	0.527	4.614
5	Michigan	Missaukee	2017	0.073	0.801	0.368	0.502	0.471	12.836
5	Michigan	Monroe	2017	0.361	0.690	0.455	0.235	0.488	1.219
5	Michigan	Montcalm	2017	0.086	0.738	0.432	0.382	0.434	7.948
5	Michigan	Montmorency	2017	0.092	0.735	0.365	0.524	0.414	8.744
5	Michigan	Muskegon	2017	0.194	0.686	0.356	0.382	0.430	2.156
5	Michigan	Newaygo	2017	0.075	0.750	0.417	0.501	0.445	12.995
5	Michigan	Oakland	2017	0.557	0.679	0.723	0.256	0.523	2.269
5	Michigan	Oceana	2017	0.046	0.735	0.390	0.368	0.511	14.809
5	Michigan	Ogemaw	2017	0.150	0.735	0.363	0.493	0.452	5.363
5	Michigan	Ontonagon	2017	0.237	0.767	0.270	0.476	0.582	3.373
5	Michigan	Osceola	2017	0.073	0.789	0.409	0.424	0.448	11.000
5	Michigan	Oscoda	2017	0.123	0.724	0.351	0.563	0.317	5.412
5	Michigan	Otsego	2017	0.110	0.724	0.379	0.499	0.562	9.630
5	Michigan	Ottawa	2017	0.247	0.684	0.584	0.314	0.588	4.728
5	Michigan	Presque Isle	2017	0.129	0.780	0.355	0.430	0.436	4.953
5	Michigan	Roscommon	2017	0.090	0.684	0.388	0.567	0.395	9.825
5	Michigan	Saginaw	2017	0.180	0.675	0.510	0.396	0.439	4.838
5	Michigan	Sanilac	2017	0.083	0.765	0.467	0.477	0.451	12.926
5	Michigan	Schoolcraft	2017	0.121	0.746	0.350	0.535	0.496	8.019
5	Michigan	Shiawassee	2017	0.120	0.711	0.373	0.380	0.515	5.445
5	Michigan	St. Clair	2017	0.188	0.708	0.541	0.403	0.480	5.738
5	Michigan	St. Joseph	2017	0.162	0.717	0.403	0.416	0.376	3.420
5	Michigan	Tuscola	2017	0.093	0.738	0.490	0.415	0.509	11.398
5	Michigan	Van Buren	2017	0.162	0.705	0.425	0.301	0.453	2.888
5	Michigan	Washtenaw	2017	0.405	0.693	0.546	0.360	0.477	2.399
5	Michigan	Wayne	2017	0.608	0.644	0.651	0.160	0.373	0.833
5	Michigan	Wexford	2017	0.135	0.754	0.414	0.486	0.565	8.642
5	Minnesota	Aitkin	2017	0.126	0.797	0.352	0.508	0.696	10.685
5	Minnesota	Anoka	2017	0.655	0.706	0.358	0.299	0.673	1.092
5	Minnesota	Becker	2017	0.154	0.817	0.455	0.567	0.769	12.528
5	Minnesota	Beltrami	2017	0.172	0.764	0.515	0.616	0.654	11.243
5	Minnesota	Benton	2017	0.208	0.758	0.343	0.323	0.745	4.465
5	Minnesota	Big Stone	2017	0.096	0.825	0.187	0.472	0.649	7.903
