EpaRegion	UsState	County	Year	Risk	Governance	BuiltEnvironment	NaturalEnvironment	Society	Crsi
4	Kentucky	Clinton	2017	0.134	0.437	0.199	0.391	0.348	-2.892
4	Kentucky	Crittenden	2017	0.142	0.568	0.133	0.378	0.336	-3.422
4	Kentucky	Cumberland	2017	0.128	0.437	0.135	0.350	0.353	-5.068
4	Kentucky	Daviess	2017	0.397	0.678	0.359	0.341	0.595	1.618
4	Kentucky	Edmonson	2017	0.099	0.437	0.199	0.443	0.266	-4.267
4	Kentucky	Elliott	2017	0.122	0.622	0.165	0.311	0.240	-5.744
4	Kentucky	Estill	2017	0.179	0.578	0.228	0.353	0.287	-2.137
4	Kentucky	Fayette	2017	0.500	0.652	0.369	0.293	0.481	0.600
4	Kentucky	Fleming	2017	0.163	0.678	0.225	0.319	0.369	-1.310
4	Kentucky	Floyd	2017	0.170	0.621	0.282	0.243	0.385	-1.620
4	Kentucky	Franklin	2017	0.243	0.656	0.226	0.335	0.568	0.814
4	Kentucky	Fulton	2017	0.201	0.564	0.107	0.426	0.206	-3.479
4	Kentucky	Gallatin	2017	0.175	0.720	0.200	0.353	0.324	-1.379
4	Kentucky	Garrard	2017	0.115	0.632	0.253	0.359	0.428	0.242
4	Kentucky	Grant	2017	0.103	0.677	0.299	0.370	0.481	3.164
4	Kentucky	Graves	2017	0.200	0.531	0.288	0.373	0.447	0.473
4	Kentucky	Grayson	2017	0.242	0.541	0.238	0.327	0.401	-0.966
4	Kentucky	Green	2017	0.116	0.486	0.184	0.351	0.431	-2.692
4	Kentucky	Greenup	2017	0.253	0.694	0.346	0.345	0.358	0.659
4	Kentucky	Hancock	2017	0.204	0.731	0.222	0.363	0.475	0.726
4	Kentucky	Hardin	2017	0.283	0.607	0.428	0.376	0.466	2.081
4	Kentucky	Harlan	2017	0.198	0.423	0.266	0.326	0.291	-2.487
4	Kentucky	Harrison	2017	0.135	0.698	0.236	0.394	0.479	1.744
4	Kentucky	Hart	2017	0.138	0.461	0.215	0.332	0.264	-4.580
4	Kentucky	Henderson	2017	0.252	0.693	0.399	0.412	0.432	2.453
4	Kentucky	Henry	2017	0.110	0.715	0.219	0.369	0.443	0.695
4	Kentucky	Hickman	2017	0.159	0.534	0.081	0.398	0.448	-2.468
4	Kentucky	Hopkins	2017	0.198	0.593	0.368	0.350	0.494	2.046
4	Kentucky	Jackson	2017	0.145	0.520	0.276	0.418	0.277	-1.200
4	Kentucky	Jefferson	2017	0.675	0.665	0.507	0.230	0.466	0.735
4	Kentucky	Jessamine	2017	0.344	0.632	0.283	0.364	0.436	0.398
4	Kentucky	Johnson	2017	0.232	0.636	0.234	0.293	0.308	-1.786
4	Kentucky	Kenton	2017	0.667	0.711	0.210	0.311	0.474	-0.051
4	Kentucky	Knott	2017	0.123	0.590	0.287	0.346	0.215	-3.020
4	Kentucky	Knox	2017	0.131	0.453	0.222	0.407	0.316	-2.553
4	Kentucky	Larue	2017	0.097	0.581	0.212	0.364	0.513	0.497
4	Kentucky	Laurel	2017	0.313	0.498	0.308	0.410	0.408	0.410
4	Kentucky	Lawrence	2017	0.144	0.656	0.263	0.339	0.240	-2.350
4	Kentucky	Lee	2017	0.174	0.595	0.232	0.356	0.233	-2.594
4	Kentucky	Leslie	2017	0.160	0.552	0.243	0.412	0.164	-2.904
4	Kentucky	Letcher	2017	0.143	0.528	0.278	0.306	0.204	-4.049
4	Kentucky	Lewis	2017	0.138	0.631	0.166	0.328	0.217	-5.040
4	Kentucky	Lincoln	2017	0.121	0.516	0.306	0.352	0.511	1.671
4	Kentucky	Livingston	2017	0.237	0.610	0.189	0.352	0.440	-0.662
4	Kentucky	Logan	2017	0.150	0.545	0.310	0.424	0.423	1.608
4	Kentucky	Lyon	2017	0.188	0.511	0.159	0.532	0.496	1.153
4	Kentucky	Madison	2017	0.373	0.598	0.394	0.379	0.458	1.287
4	Kentucky	Magoffin	2017	0.300	0.596	0.178	0.294	0.214	-2.623
4	Kentucky	Marion	2017	0.109	0.619	0.239	0.407	0.511	2.357
4	Kentucky	Marshall	2017	0.369	0.557	0.278	0.349	0.502	0.384
4	Kentucky	Martin	2017	0.168	0.614	0.238	0.310	0.063	-5.153
4	Kentucky	Mason	2017	0.151	0.686	0.243	0.334	0.451	0.271
4	Kentucky	McCracken	2017	0.615	0.605	0.290	0.373	0.517	0.507
4	Kentucky	McCreary	2017	0.161	0.390	0.213	0.496	0.165	-3.092
4	Kentucky	McLean	2017	0.171	0.666	0.190	0.379	0.407	-0.557
4	Kentucky	Meade	2017	0.114	0.662	0.301	0.393	0.343	0.897
4	Kentucky	Menifee	2017	0.204	0.612	0.261	0.412	0.386	0.383
4	Kentucky	Mercer	2017	0.180	0.649	0.281	0.337	0.465	0.773
4	Kentucky	Metcalfe	2017	0.067	0.403	0.143	0.375	0.266	-11.520
4	Kentucky	Monroe	2017	0.160	0.359	0.147	0.350	0.244	-5.658
4	Kentucky	Montgomery	2017	0.194	0.677	0.278	0.388	0.393	0.736
4	Kentucky	Morgan	2017	0.339	0.642	0.253	0.304	0.381	-0.551
4	Kentucky	Muhlenberg	2017	0.129	0.543	0.293	0.374	0.508	1.880
4	Kentucky	Nelson	2017	0.162	0.687	0.346	0.404	0.566	4.397
4	Kentucky	Nicholas	2017	0.106	0.688	0.152	0.378	0.390	-2.031
4	Kentucky	Ohio	2017	0.137	0.668	0.299	0.376	0.486	2.522
4	Kentucky	Oldham	2017	0.410	0.747	0.288	0.346	0.538	1.032
4	Kentucky	Owen	2017	0.096	0.639	0.270	0.352	0.410	0.312
4	Kentucky	Owsley	2017	0.227	0.589	0.202	0.377	0.254	-1.961
4	Kentucky	Pendleton	2017	0.119	0.703	0.253	0.384	0.520	2.882
4	Kentucky	Perry	2017	0.195	0.574	0.306	0.299	0.279	-1.687
4	Kentucky	Pike	2017	0.151	0.613	0.478	0.271	0.320	1.218
4	Kentucky	Powell	2017	0.200	0.590	0.272	0.408	0.298	-0.481
4	Kentucky	Pulaski	2017	0.329	0.411	0.307	0.469	0.427	0.671
4	Kentucky	Robertson	2017	0.128	0.671	0.184	0.353	0.195	-4.572
4	Kentucky	Rockcastle	2017	0.200	0.531	0.306	0.375	0.386	0.120
4	Kentucky	Rowan	2017	0.225	0.646	0.321	0.408	0.444	1.676
4	Kentucky	Russell	2017	0.147	0.418	0.192	0.454	0.478	-0.114
4	Kentucky	Scott	2017	0.252	0.708	0.338	0.382	0.453	1.736
4	Kentucky	Shelby	2017	0.215	0.689	0.376	0.411	0.519	3.348
4	Kentucky	Simpson	2017	0.145	0.398	0.240	0.396	0.386	-1.605
4	Kentucky	Spencer	2017	0.087	0.730	0.278	0.349	0.568	5.104
4	Kentucky	Taylor	2017	0.151	0.501	0.215	0.472	0.469	1.029
4	Kentucky	Todd	2017	0.125	0.556	0.230	0.443	0.340	-0.607
4	Kentucky	Trigg	2017	0.134	0.499	0.230	0.564	0.452	2.900
4	Kentucky	Trimble	2017	0.148	0.707	0.126	0.342	0.395	-2.303
4	Kentucky	Union	2017	0.138	0.672	0.258	0.416	0.421	1.518
4	Kentucky	Warren	2017	0.297	0.365	0.408	0.324	0.466	0.551
4	Kentucky	Washington	2017	0.120	0.705	0.230	0.354	0.605	3.137
4	Kentucky	Wayne	2017	0.121	0.334	0.188	0.352	0.332	-5.349
4	Kentucky	Webster	2017	0.282	0.692	0.235	0.383	0.475	0.690
4	Kentucky	Whitley	2017	0.210	0.481	0.236	0.384	0.374	-0.994
4	Kentucky	Wolfe	2017	0.189	0.551	0.159	0.384	0.130	-4.377
4	Kentucky	Woodford	2017	0.195	0.651	0.303	0.450	0.471	2.502
4	Mississippi	Adams	2017	0.190	0.602	0.300	0.467	0.467	2.446
4	Mississippi	Alcorn	2017	0.122	0.450	0.317	0.327	0.440	-0.311
4	Mississippi	Amite	2017	0.204	0.508	0.358	0.449	0.364	1.385
4	Mississippi	Attala	2017	0.229	0.602	0.299	0.386	0.353	0.174
4	Mississippi	Benton	2017	0.332	0.600	0.233	0.445	0.164	-1.086
4	Mississippi	Bolivar	2017	0.249	0.681	0.445	0.456	0.365	2.833
4	Mississippi	Calhoun	2017	0.114	0.607	0.326	0.363	0.301	-0.375
4	Mississippi	Carroll	2017	0.268	0.606	0.298	0.367	0.304	-0.378
4	Mississippi	Chickasaw	2017	0.176	0.605	0.339	0.528	0.347	2.767
4	Mississippi	Choctaw	2017	0.310	0.626	0.282	0.418	0.392	0.573
4	Mississippi	Claiborne	2017	0.281	0.505	0.228	0.403	0.386	-0.499
4	Mississippi	Clarke	2017	0.251	0.505	0.347	0.415	0.384	0.815
4	Mississippi	Clay	2017	0.244	0.580	0.341	0.490	0.306	1.212
4	Mississippi	Coahoma	2017	0.204	0.664	0.346	0.463	0.345	1.961
4	Mississippi	Copiah	2017	0.191	0.463	0.355	0.410	0.399	1.055
4	Mississippi	Covington	2017	0.280	0.485	0.334	0.423	0.441	1.006
4	Mississippi	DeSoto	2017	0.638	0.677	0.433	0.423	0.449	1.182
4	Mississippi	Forrest	2017	0.586	0.428	0.394	0.516	0.465	1.127
4	Mississippi	Franklin	2017	0.260	0.586	0.219	0.459	0.377	0.151
4	Mississippi	George	2017	0.178	0.358	0.328	0.533	0.473	2.649
4	Mississippi	Greene	2017	0.208	0.426	0.324	0.481	0.317	0.448
4	Mississippi	Grenada	2017	0.212	0.616	0.296	0.400	0.376	0.602
4	Mississippi	Hancock	2017	0.429	0.388	0.430	0.451	0.336	0.708
4	Mississippi	Harrison	2017	0.754	0.485	0.462	0.453	0.428	0.891
4	Mississippi	Hinds	2017	0.392	0.521	0.554	0.400	0.519	2.550
4	Mississippi	Holmes	2017	0.214	0.630	0.327	0.444	0.293	0.793
4	Mississippi	Humphreys	2017	0.281	0.666	0.229	0.550	0.242	0.366
4	Mississippi	Issaquena	2017	0.419	0.678	0.232	0.459	0.103	-0.891
4	Mississippi	Itawamba	2017	0.141	0.507	0.262	0.400	0.370	-0.599
4	Mississippi	Jackson	2017	0.427	0.437	0.473	0.599	0.391	2.199
4	Mississippi	Jasper	2017	0.262	0.547	0.365	0.493	0.343	1.541
4	Mississippi	Jefferson	2017	0.298	0.511	0.248	0.409	0.248	-1.128
4	Mississippi	Jefferson Davis	2017	0.241	0.520	0.286	0.438	0.292	-0.279
4	Mississippi	Jones	2017	0.260	0.496	0.415	0.455	0.435	2.216
4	Mississippi	Kemper	2017	0.310	0.555	0.382	0.403	0.313	0.575
4	Mississippi	Lafayette	2017	0.220	0.543	0.448	0.479	0.429	3.446
4	Mississippi	Lamar	2017	0.513	0.501	0.424	0.480	0.442	1.324
4	Mississippi	Lauderdale	2017	0.293	0.538	0.460	0.414	0.482	2.476
4	Mississippi	Lawrence	2017	0.320	0.529	0.315	0.426	0.427	0.790
4	Mississippi	Leake	2017	0.239	0.544	0.302	0.405	0.402	0.555
4	Mississippi	Lee	2017	0.521	0.606	0.401	0.388	0.489	1.132
4	Mississippi	Leflore	2017	0.185	0.645	0.329	0.445	0.380	1.955
4	Mississippi	Lincoln	2017	0.197	0.519	0.383	0.378	0.511	2.387
4	Mississippi	Lowndes	2017	0.391	0.535	0.398	0.505	0.497	2.082
4	Mississippi	Madison	2017	0.478	0.555	0.510	0.420	0.539	2.109
4	Mississippi	Marion	2017	0.271	0.458	0.364	0.445	0.428	1.339
4	Mississippi	Marshall	2017	0.186	0.588	0.386	0.394	0.369	1.655
4	Mississippi	Monroe	2017	0.157	0.546	0.415	0.483	0.429	4.337
4	Mississippi	Montgomery	2017	0.225	0.596	0.235	0.333	0.521	0.290
4	Mississippi	Neshoba	2017	0.283	0.559	0.363	0.419	0.366	0.977
4	Mississippi	Newton	2017	0.263	0.588	0.306	0.463	0.475	1.805
4	Mississippi	Noxubee	2017	0.263	0.550	0.251	0.488	0.331	0.256
4	Mississippi	Oktibbeha	2017	0.264	0.565	0.420	0.447	0.363	1.877
4	Mississippi	Panola	2017	0.191	0.592	0.371	0.419	0.396	2.035
4	Mississippi	Pearl River	2017	0.384	0.366	0.427	0.472	0.405	1.202
4	Mississippi	Perry	2017	0.211	0.412	0.318	0.655	0.307	2.234
4	Mississippi	Pike	2017	0.237	0.510	0.346	0.439	0.471	1.841
4	Mississippi	Pontotoc	2017	0.234	0.603	0.315	0.387	0.445	1.136
4	Mississippi	Prentiss	2017	0.142	0.481	0.292	0.333	0.419	-0.692
4	Mississippi	Quitman	2017	0.193	0.667	0.180	0.476	0.272	-0.760
4	Mississippi	Rankin	2017	0.652	0.531	0.566	0.393	0.544	1.645
4	Mississippi	Scott	2017	0.336	0.542	0.385	0.580	0.421	2.442
4	Mississippi	Sharkey	2017	0.301	0.652	0.090	0.572	0.138	-1.440
4	Mississippi	Simpson	2017	0.227	0.503	0.311	0.388	0.530	1.446
4	Mississippi	Smith	2017	0.262	0.552	0.331	0.464	0.398	1.361
4	Mississippi	Stone	2017	0.208	0.398	0.361	0.563	0.425	2.780
4	Mississippi	Sunflower	2017	0.164	0.685	0.357	0.458	0.339	2.613
4	Mississippi	Tallahatchie	2017	0.118	0.640	0.256	0.430	0.318	0.028
4	Mississippi	Tate	2017	0.172	0.622	0.284	0.411	0.401	1.035
4	Mississippi	Tippah	2017	0.144	0.591	0.327	0.330	0.348	-0.291
4	Mississippi	Tishomingo	2017	0.125	0.332	0.278	0.471	0.342	-0.776
4	Mississippi	Tunica	2017	0.386	0.649	0.243	0.478	0.209	-0.306
4	Mississippi	Union	2017	0.165	0.585	0.338	0.342	0.424	0.958
4	Mississippi	Walthall	2017	0.206	0.465	0.291	0.438	0.405	0.543
4	Mississippi	Warren	2017	0.335	0.634	0.360	0.444	0.468	1.806
4	Mississippi	Washington	2017	0.209	0.639	0.324	0.447	0.400	1.858
4	Mississippi	Wayne	2017	0.196	0.426	0.312	0.445	0.304	-0.258
4	Mississippi	Webster	2017	0.261	0.637	0.271	0.360	0.316	-0.524
4	Mississippi	Wilkinson	2017	0.210	0.571	0.309	0.413	0.397	0.914
4	Mississippi	Winston	2017	0.384	0.543	0.313	0.449	0.435	0.879
4	Mississippi	Yalobusha	2017	0.095	0.610	0.260	0.460	0.360	1.472
4	Mississippi	Yazoo	2017	0.241	0.600	0.333	0.490	0.296	1.140
4	North Carolina	Alamance	2017	0.376	0.562	0.435	0.336	0.471	1.258
4	North Carolina	Alexander	2017	0.200	0.517	0.335	0.345	0.466	0.856
4	North Carolina	Alleghany	2017	0.123	0.375	0.341	0.362	0.384	-0.577
4	North Carolina	Anson	2017	0.109	0.485	0.356	0.381	0.385	1.165
4	North Carolina	Ashe	2017	0.120	0.257	0.378	0.354	0.480	0.654
4	North Carolina	Avery	2017	0.174	0.259	0.393	0.434	0.481	1.810
4	North Carolina	Beaufort	2017	0.381	0.597	0.459	0.519	0.513	2.897
4	North Carolina	Bertie	2017	0.156	0.624	0.382	0.508	0.545	6.159
4	North Carolina	Bladen	2017	0.132	0.471	0.482	0.481	0.367	4.991
4	North Carolina	Brunswick	2017	0.356	0.541	0.589	0.491	0.418	3.199
4	North Carolina	Buncombe	2017	0.506	0.251	0.502	0.332	0.551	0.964
4	North Carolina	Burke	2017	0.286	0.253	0.444	0.441	0.383	0.953
4	North Carolina	Cabarrus	2017	0.649	0.655	0.363	0.322	0.508	0.633
4	North Carolina	Caldwell	2017	0.284	0.384	0.355	0.405	0.466	0.841
4	North Carolina	Camden	2017	0.226	0.630	0.335	0.556	0.437	3.310
4	North Carolina	Carteret	2017	0.307	0.625	0.440	0.697	0.481	4.747
4	North Carolina	Caswell	2017	0.127	0.570	0.380	0.394	0.347	1.840
4	North Carolina	Catawba	2017	0.506	0.458	0.519	0.370	0.509	1.484
4	North Carolina	Chatham	2017	0.226	0.526	0.535	0.396	0.498	4.002
4	North Carolina	Cherokee	2017	0.227	0.228	0.367	0.456	0.540	1.702
4	North Carolina	Chowan	2017	0.143	0.594	0.287	0.582	0.463	4.907
4	North Carolina	Clay	2017	0.169	0.212	0.325	0.522	0.556	2.681
4	North Carolina	Cleveland	2017	0.291	0.432	0.429	0.369	0.491	1.542
4	North Carolina	Columbus	2017	0.124	0.447	0.546	0.488	0.529	9.187
4	North Carolina	Craven	2017	0.383	0.577	0.512	0.616	0.436	3.427
4	North Carolina	Cumberland	2017	0.585	0.523	0.471	0.389	0.443	1.037
4	North Carolina	Currituck	2017	0.201	0.637	0.397	0.614	0.421	5.123
4	North Carolina	Dare	2017	0.389	0.546	0.444	0.742	0.553	4.219
4	North Carolina	Davidson	2017	0.317	0.599	0.457	0.366	0.466	1.989
4	North Carolina	Davie	2017	0.191	0.609	0.387	0.353	0.536	2.935
4	North Carolina	Duplin	2017	0.105	0.550	0.520	0.383	0.339	5.170
4	North Carolina	Durham	2017	0.585	0.540	0.394	0.328	0.451	0.483
4	North Carolina	Edgecombe	2017	0.150	0.539	0.375	0.438	0.425	2.980
4	North Carolina	Forsyth	2017	0.553	0.566	0.396	0.250	0.456	0.236
4	North Carolina	Franklin	2017	0.210	0.549	0.493	0.448	0.443	3.983
4	North Carolina	Gaston	2017	0.686	0.550	0.534	0.316	0.455	0.937
4	North Carolina	Gates	2017	0.129	0.631	0.318	0.532	0.486	5.737
4	North Carolina	Graham	2017	0.179	0.238	0.328	0.513	0.426	1.176
4	North Carolina	Granville	2017	0.217	0.553	0.416	0.421	0.443	2.599
4	North Carolina	Greene	2017	0.222	0.538	0.332	0.435	0.402	1.277
4	North Carolina	Guilford	2017	0.570	0.572	0.514	0.360	0.470	1.320
4	North Carolina	Halifax	2017	0.129	0.562	0.483	0.439	0.396	5.473
4	North Carolina	Harnett	2017	0.254	0.551	0.443	0.418	0.418	2.292
4	North Carolina	Haywood	2017	0.202	0.234	0.440	0.446	0.559	2.978
4	North Carolina	Henderson	2017	0.474	0.250	0.403	0.301	0.520	0.179
4	North Carolina	Hertford	2017	0.153	0.672	0.361	0.426	0.443	3.606
4	North Carolina	Hoke	2017	0.201	0.528	0.370	0.440	0.389	1.774
4	North Carolina	Hyde	2017	0.441	0.497	0.305	0.662	0.587	2.472
4	North Carolina	Iredell	2017	0.582	0.609	0.471	0.325	0.500	1.109
4	North Carolina	Jackson	2017	0.238	0.288	0.457	0.414	0.520	2.304
4	North Carolina	Johnston	2017	0.406	0.536	0.573	0.412	0.491	2.562
4	North Carolina	Jones	2017	0.191	0.606	0.341	0.605	0.365	3.757
4	North Carolina	Lee	2017	0.432	0.501	0.365	0.349	0.476	0.617
4	North Carolina	Lenoir	2017	0.184	0.530	0.363	0.427	0.465	2.497
4	North Carolina	Lincoln	2017	0.463	0.481	0.374	0.406	0.470	0.863
4	North Carolina	Macon	2017	0.309	0.231	0.407	0.472	0.591	2.070
4	North Carolina	Madison	2017	0.189	0.325	0.405	0.330	0.523	1.285
4	North Carolina	Martin	2017	0.154	0.568	0.434	0.504	0.478	5.856
4	North Carolina	McDowell	2017	0.262	0.280	0.358	0.445	0.360	0.140
4	North Carolina	Mecklenburg	2017	0.693	0.594	0.661	0.231	0.449	1.162
4	North Carolina	Mitchell	2017	0.148	0.226	0.306	0.378	0.522	-0.034
4	North Carolina	Montgomery	2017	0.134	0.522	0.420	0.379	0.355	2.021
4	North Carolina	Moore	2017	0.199	0.503	0.501	0.318	0.483	2.856
4	North Carolina	Nash	2017	0.222	0.551	0.501	0.433	0.474	3.977
4	North Carolina	New Hanover	2017	0.588	0.553	0.389	0.537	0.531	1.619
4	North Carolina	Northampton	2017	0.117	0.597	0.488	0.430	0.389	6.156
4	North Carolina	Onslow	2017	0.390	0.632	0.459	0.555	0.364	2.395
4	North Carolina	Orange	2017	0.184	0.560	0.365	0.442	0.442	2.646
4	North Carolina	Pamlico	2017	0.290	0.684	0.308	0.631	0.502	3.587
4	North Carolina	Pasquotank	2017	0.289	0.636	0.309	0.529	0.448	2.216
4	North Carolina	Pender	2017	0.126	0.567	0.471	0.499	0.494	8.065
4	North Carolina	Perquimans	2017	0.156	0.625	0.315	0.586	0.388	4.270
4	North Carolina	Person	2017	0.132	0.561	0.360	0.385	0.514	3.601
4	North Carolina	Pitt	2017	0.362	0.549	0.514	0.433	0.496	2.644
4	North Carolina	Polk	2017	0.191	0.458	0.370	0.284	0.556	1.232
4	North Carolina	Randolph	2017	0.187	0.564	0.539	0.391	0.435	4.376
4	North Carolina	Richmond	2017	0.195	0.484	0.419	0.366	0.354	0.995
4	North Carolina	Robeson	2017	0.176	0.497	0.561	0.445	0.429	5.291
4	North Carolina	Rockingham	2017	0.224	0.515	0.448	0.383	0.438	2.268
4	North Carolina	Rowan	2017	0.326	0.616	0.436	0.351	0.457	1.655
4	North Carolina	Rutherford	2017	0.195	0.314	0.493	0.376	0.453	2.253
4	North Carolina	Sampson	2017	0.126	0.555	0.489	0.401	0.417	5.259
4	North Carolina	Scotland	2017	0.172	0.529	0.398	0.405	0.386	1.992
4	North Carolina	Stanly	2017	0.204	0.596	0.380	0.329	0.545	2.394
4	North Carolina	Stokes	2017	0.148	0.473	0.415	0.296	0.485	1.761
4	North Carolina	Surry	2017	0.217	0.531	0.399	0.335	0.447	1.370
4	North Carolina	Swain	2017	0.195	0.209	0.417	0.542	0.544	3.698
4	North Carolina	Transylvania	2017	0.221	0.279	0.397	0.431	0.609	2.670
4	North Carolina	Tyrrell	2017	0.565	0.574	0.247	0.701	0.417	1.374
4	North Carolina	Union	2017	0.445	0.636	0.484	0.347	0.518	1.787
4	North Carolina	Vance	2017	0.141	0.513	0.336	0.411	0.490	2.707
4	North Carolina	Wake	2017	0.714	0.540	0.736	0.326	0.509	1.827
4	North Carolina	Warren	2017	0.136	0.572	0.407	0.432	0.347	2.952
4	North Carolina	Washington	2017	0.288	0.544	0.268	0.604	0.399	1.830
4	North Carolina	Watauga	2017	0.165	0.256	0.385	0.353	0.450	0.199
4	North Carolina	Wayne	2017	0.206	0.530	0.473	0.385	0.432	2.847
4	North Carolina	Wilkes	2017	0.150	0.483	0.379	0.341	0.401	0.803
4	North Carolina	Wilson	2017	0.308	0.540	0.380	0.451	0.484	1.978
4	North Carolina	Yadkin	2017	0.112	0.605	0.404	0.370	0.469	4.592
4	North Carolina	Yancey	2017	0.159	0.225	0.281	0.380	0.499	-0.685
4	South Carolina	Abbeville	2017	0.153	0.568	0.335	0.400	0.464	2.332
4	South Carolina	Aiken	2017	0.371	0.522	0.509	0.403	0.491	2.254
4	South Carolina	Allendale	2017	0.192	0.469	0.182	0.390	0.268	-2.910
4	South Carolina	Anderson	2017	0.536	0.567	0.506	0.441	0.506	1.847
4	South Carolina	Bamberg	2017	0.115	0.516	0.275	0.370	0.333	-1.619
4	South Carolina	Barnwell	2017	0.153	0.514	0.278	0.487	0.412	1.693
4	South Carolina	Beaufort	2017	0.432	0.536	0.372	0.502	0.493	1.691
4	South Carolina	Berkeley	2017	0.445	0.588	0.565	0.656	0.428	3.477
4	South Carolina	Calhoun	2017	0.142	0.553	0.338	0.361	0.511	2.412
4	South Carolina	Charleston	2017	0.586	0.574	0.553	0.611	0.508	2.643
4	South Carolina	Cherokee	2017	0.295	0.534	0.376	0.260	0.355	-0.436
4	South Carolina	Chester	2017	0.166	0.570	0.365	0.342	0.370	0.671
4	South Carolina	Chesterfield	2017	0.148	0.459	0.373	0.383	0.343	0.449
4	South Carolina	Clarendon	2017	0.142	0.588	0.401	0.457	0.380	3.698
4	South Carolina	Colleton	2017	0.150	0.530	0.419	0.488	0.496	5.458
4	South Carolina	Darlington	2017	0.172	0.428	0.402	0.400	0.409	1.665
4	South Carolina	Dillon	2017	0.098	0.498	0.341	0.399	0.338	0.521
4	South Carolina	Dorchester	2017	0.458	0.575	0.409	0.489	0.489	1.807
4	South Carolina	Edgefield	2017	0.157	0.549	0.282	0.510	0.371	1.778
4	South Carolina	Fairfield	2017	0.109	0.504	0.376	0.357	0.469	2.790
4	South Carolina	Florence	2017	0.323	0.500	0.466	0.456	0.501	2.626
4	South Carolina	Georgetown	2017	0.157	0.531	0.458	0.524	0.432	5.631
4	South Carolina	Greenville	2017	0.785	0.506	0.575	0.315	0.513	1.046
4	South Carolina	Greenwood	2017	0.226	0.496	0.325	0.370	0.504	1.163
4	South Carolina	Hampton	2017	0.105	0.522	0.287	0.420	0.411	1.189
4	South Carolina	Horry	2017	0.409	0.470	0.531	0.495	0.433	2.330
4	South Carolina	Jasper	2017	0.159	0.489	0.331	0.427	0.526	2.865
4	South Carolina	Kershaw	2017	0.207	0.454	0.434	0.341	0.526	2.331
4	South Carolina	Lancaster	2017	0.271	0.526	0.361	0.344	0.436	0.703
4	South Carolina	Laurens	2017	0.200	0.544	0.398	0.333	0.398	1.034
4	South Carolina	Lee	2017	0.105	0.514	0.298	0.412	0.322	-0.455
4	South Carolina	Lexington	2017	0.615	0.574	0.476	0.346	0.561	1.291
4	South Carolina	Marion	2017	0.097	0.452	0.354	0.498	0.444	5.097
4	South Carolina	Marlboro	2017	0.102	0.459	0.296	0.419	0.295	-1.373
4	South Carolina	McCormick	2017	0.169	0.516	0.278	0.551	0.343	1.682
4	South Carolina	Newberry	2017	0.172	0.543	0.326	0.437	0.549	3.290
4	South Carolina	Oconee	2017	0.360	0.229	0.411	0.449	0.459	0.919
4	South Carolina	Orangeburg	2017	0.152	0.577	0.511	0.404	0.456	5.443
4	South Carolina	Pickens	2017	0.420	0.475	0.427	0.380	0.491	1.218
4	South Carolina	Richland	2017	0.694	0.503	0.502	0.360	0.515	1.066
4	South Carolina	Saluda	2017	0.107	0.500	0.286	0.439	0.329	-0.116
4	South Carolina	Spartanburg	2017	0.747	0.588	0.521	0.302	0.483	0.893
4	South Carolina	Sumter	2017	0.287	0.533	0.374	0.409	0.486	1.710
4	South Carolina	Union	2017	0.140	0.571	0.363	0.358	0.353	0.788
4	South Carolina	Williamsburg	2017	0.103	0.537	0.365	0.512	0.459	6.506
4	South Carolina	York	2017	0.698	0.589	0.451	0.299	0.457	0.605
4	Tennessee	Anderson	2017	0.392	0.368	0.308	0.319	0.437	-0.428
4	Tennessee	Bedford	2017	0.228	0.345	0.358	0.283	0.422	-0.765
4	Tennessee	Benton	2017	0.148	0.453	0.212	0.409	0.398	-1.320
4	Tennessee	Bledsoe	2017	0.161	0.351	0.258	0.324	0.352	-2.938
4	Tennessee	Blount	2017	0.626	0.243	0.346	0.408	0.498	0.237
4	Tennessee	Bradley	2017	0.520	0.410	0.293	0.295	0.459	-0.350
4	Tennessee	Campbell	2017	0.177	0.325	0.291	0.399	0.345	-1.357
4	Tennessee	Cannon	2017	0.104	0.367	0.239	0.281	0.377	-5.421
4	Tennessee	Carroll	2017	0.174	0.563	0.324	0.413	0.420	1.521
4	Tennessee	Carter	2017	0.174	0.228	0.277	0.451	0.418	-0.587
4	Tennessee	Cheatham	2017	0.141	0.568	0.306	0.406	0.485	2.370
4	Tennessee	Chester	2017	0.137	0.536	0.244	0.419	0.413	0.202
4	Tennessee	Claiborne	2017	0.164	0.320	0.305	0.382	0.319	-1.847
4	Tennessee	Clay	2017	0.130	0.409	0.225	0.432	0.297	-2.675
4	Tennessee	Cocke	2017	0.209	0.275	0.293	0.400	0.350	-1.309
4	Tennessee	Coffee	2017	0.312	0.342	0.307	0.409	0.523	0.619
4	Tennessee	Crockett	2017	0.139	0.592	0.312	0.359	0.409	0.783
4	Tennessee	Cumberland	2017	0.256	0.325	0.344	0.353	0.412	-0.314
4	Tennessee	Davidson	2017	0.595	0.524	0.524	0.255	0.447	0.716
4	Tennessee	Decatur	2017	0.150	0.465	0.155	0.436	0.331	-2.661
4	Tennessee	DeKalb	2017	0.155	0.296	0.282	0.360	0.375	-2.129
4	Tennessee	Dickson	2017	0.136	0.446	0.358	0.379	0.512	2.487
4	Tennessee	Dyer	2017	0.288	0.549	0.365	0.414	0.478	1.656
4	Tennessee	Fayette	2017	0.234	0.713	0.424	0.358	0.457	2.648
